model_init_seed,weight_decay,lr,num_epochs,model_code,params,loss
25.0,0.0,0.0001,500.0,siren,198915,4.861290108237881e-06
25.0,0.0,0.0005,500.0,siren,198915,1.0714916243159678e-05
25.0,0.0,0.001,500.0,siren,198915,4.4268337660469115e-05
25.0,0.0,1e-05,500.0,siren,198915,0.7560524940490723
25.0,0.0,5e-05,500.0,siren,198915,1.2799358046322595e-05
