model_init_seed,weight_decay,lr,num_epochs,model_code,params,loss
25.0,0.0,0.0001,500.0,siren,133123,1.618263581804058e-06
25.0,0.0,0.0005,500.0,siren,133123,2.700481218198547e-06
25.0,0.0,0.001,500.0,siren,133123,1.4959542568249162e-05
25.0,0.0,1e-05,500.0,siren,133123,0.6008400321006775
25.0,0.0,5e-05,500.0,siren,133123,1.1067580089729745e-05
