model_init_seed,weight_decay,lr,num_epochs,model_code,params,loss
25.0,0.0,0.0001,500.0,siren,330499,1.1743535651476122e-05
25.0,0.0,0.0005,500.0,siren,330499,2.4944465621956624e-05
25.0,0.0,0.001,500.0,siren,330499,3.694383121910505e-05
25.0,0.0,1e-05,500.0,siren,330499,0.760830819606781
25.0,0.0,5e-05,500.0,siren,330499,1.2985674402443692e-05
